City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,fort st. john,56.2499,-120.8529,12.09,79,75,12.66,CA,2025-03-09 12:43:33
300,minas de marcona,-15.2119,-75.1103,65.59,74,74,8.72,PE,2025-03-09 12:47:50
301,hamilton,39.1834,-84.5333,37.98,69,40,4.61,US,2025-03-09 12:47:32
302,qacha's nek,-30.1154,28.6894,80.1,26,42,6.46,LS,2025-03-09 12:47:52
303,qaqortoq,60.7167,-46.0333,36.9,70,100,24.29,GL,2025-03-09 12:47:53
304,pandan,14.0453,124.1694,77.92,89,100,14.81,PH,2025-03-09 12:47:55
305,ola,59.5833,151.2833,-19.14,93,75,5.44,RU,2025-03-09 12:47:56
306,sinabang,2.4803,96.3801,81.19,78,100,7.25,ID,2025-03-09 12:47:57
307,mugia,43.1041,-9.2179,53.91,71,90,26.8,ES,2025-03-09 12:47:58
308,auki,-8.7676,160.7034,76.48,88,52,3.13,SB,2025-03-09 12:47:59
309,miracema do tocantins,-9.5618,-48.3967,83.88,66,100,4.14,BR,2025-03-09 12:48:00
310,franceville,-1.6333,13.5836,90.05,55,75,2.93,GA,2025-03-09 12:45:32
311,masterton,-40.9597,175.6575,55.63,80,100,2.66,NZ,2025-03-09 12:48:02
312,jaguaribe,-5.8906,-38.6219,83.16,59,100,6.08,BR,2025-03-09 12:48:03
313,galeana,24.8333,-100.0667,38.5,55,98,2.71,MX,2025-03-09 12:48:05
314,sandnessjoen,66.0217,12.6316,33.85,71,100,7.76,NO,2025-03-09 12:48:06
315,la passe,45.5549,-0.8967,53.08,79,100,4.36,FR,2025-03-09 12:48:07
316,sebastopol,44.6,33.5333,54.0,45,100,1.99,UA,2025-03-09 12:48:08
317,bhagwantnagar,26.2333,80.75,79.92,13,0,6.2,IN,2025-03-09 12:48:09
318,bikenibeu village,1.3673,173.1241,80.56,89,20,6.91,KI,2025-03-09 12:48:10
319,arkalyk,50.2486,66.9114,9.52,97,63,8.23,KZ,2025-03-09 12:48:11
320,melilla,35.2937,-2.9383,61.18,55,40,9.22,ES,2025-03-09 12:48:12
321,huangzhou,30.45,114.8,50.58,86,100,3.8,CN,2025-03-09 12:48:14
322,nepomuceno,-21.2358,-45.2358,79.57,55,0,3.06,BR,2025-03-09 12:48:15
323,gilgit,35.9221,74.3087,39.43,54,100,2.73,PK,2025-03-09 12:44:18
324,urucara,-2.5364,-57.76,73.47,98,100,1.88,BR,2025-03-09 12:48:17
325,nioki,-2.7167,17.6833,93.07,40,100,3.76,CD,2025-03-09 12:48:18
326,mana,5.6592,-53.7767,82.33,69,78,7.85,GF,2025-03-09 12:48:19
327,bel ombre,-4.6167,55.4167,85.84,70,20,3.44,SC,2025-03-09 12:48:20
328,thinadhoo,0.5333,72.9333,82.67,70,6,11.65,MV,2025-03-09 12:48:21
329,mwadui,-3.55,33.6,84.54,42,99,3.98,TZ,2025-03-09 12:48:22
330,valparaiso,-33.0393,-71.6273,66.47,64,0,3.44,CL,2025-03-09 12:46:51
331,chui,-33.6971,-53.4616,70.29,48,4,15.97,UY,2025-03-09 12:48:25
332,namtsy,62.7161,129.6658,-2.81,98,100,6.26,RU,2025-03-09 12:48:26
333,ngambe,4.2333,10.6167,95.45,30,79,5.37,CM,2025-03-09 12:48:27
334,satu mare,47.8,22.8833,67.96,24,93,2.3,RO,2025-03-09 12:48:28
335,lepsy,46.235,78.9456,34.02,78,95,23.09,KZ,2025-03-09 12:48:29
336,vershino-darasunskiy,52.35,115.5167,19.15,97,100,3.09,RU,2025-03-09 12:48:30
337,port mathurin,-19.6833,63.4167,81.66,68,35,11.05,MU,2025-03-09 12:48:31
338,auburn,47.3073,-122.2284,49.32,86,100,12.66,US,2025-03-09 12:40:03
339,sola,-13.8833,167.55,82.17,74,8,4.79,VU,2025-03-09 12:48:33
340,qulsary,46.9531,54.0198,34.72,77,11,3.13,KZ,2025-03-09 12:48:35
341,swakopmund,-22.6833,14.5333,66.52,85,100,10.09,NA,2025-03-09 12:48:36
342,butte,39.6499,-121.5677,48.22,71,0,6.91,US,2025-03-09 12:48:37
343,aldan,58.6031,125.3894,6.62,96,98,3.38,RU,2025-03-09 12:47:00
344,prince rupert,54.3161,-130.3201,40.69,87,100,17.27,CA,2025-03-09 12:48:39
345,the pinery,39.4553,-104.7344,35.04,41,0,6.91,US,2025-03-09 12:48:40
346,george town,5.4112,100.3354,87.73,66,20,3.44,MY,2025-03-09 12:44:09
347,cartagena,10.3997,-75.5144,76.62,94,20,4.61,CO,2025-03-09 12:48:43
348,luderitz,-26.6481,15.1594,72.57,68,4,21.34,NA,2025-03-09 12:48:44
349,san lawrenz,36.0553,14.204,64.85,73,4,9.55,MT,2025-03-09 12:48:45
350,hubynykha,48.8108,35.2547,58.78,42,48,5.28,UA,2025-03-09 12:48:47
351,papao,-17.75,-149.55,76.68,79,100,17.2,PF,2025-03-09 12:48:48
352,katsuura,35.1333,140.3,46.74,66,17,11.74,JP,2025-03-09 12:48:49
353,luanda,-8.8368,13.2343,82.31,71,46,11.65,AO,2025-03-09 12:43:54
354,male,4.1748,73.5089,87.75,74,40,5.75,MV,2025-03-09 12:48:51
355,kuytun,54.3419,101.5036,17.98,93,100,2.91,RU,2025-03-09 12:48:53
356,tangalle,6.024,80.7911,79.29,74,6,9.37,LK,2025-03-09 12:48:54
357,haiku-pauwela,20.9219,-156.3051,68.22,93,75,8.99,US,2025-03-09 12:48:55
358,port-vila,-17.7338,168.3219,77.11,81,100,15.23,VU,2025-03-09 12:48:56
359,remire-montjoly,4.9167,-52.2667,75.24,94,75,8.05,GF,2025-03-09 12:48:57
360,howard springs,-12.497,131.047,76.91,100,100,1.16,AU,2025-03-09 12:48:59
361,alofi,-19.0595,-169.9187,80.49,83,20,9.22,NU,2025-03-09 12:49:00
362,ostersund,63.1792,14.6357,32.61,95,100,11.5,SE,2025-03-09 12:49:01
363,nuuk,64.1835,-51.7216,39.81,60,100,31.07,GL,2025-03-09 12:49:03
364,suncho corral,-27.9336,-63.4294,67.62,50,100,12.91,AR,2025-03-09 12:49:04
365,quibala,-10.7337,14.98,77.45,61,100,2.73,AO,2025-03-09 12:49:05
366,ishigaki,24.3448,124.1572,66.33,82,40,12.66,JP,2025-03-09 12:49:06
367,tshikapa,-6.4167,20.8,89.11,50,87,2.37,CD,2025-03-09 12:49:07
368,khandyga,62.6667,135.6,-29.87,100,13,2.3,RU,2025-03-09 12:49:09
369,camargo,27.6667,-105.1667,40.33,40,0,6.8,MX,2025-03-09 12:49:10
370,dakhla,23.6848,-15.958,68.02,64,75,11.5,EH,2025-03-09 12:49:11
371,port shepstone,-30.7414,30.455,81.41,76,0,19.3,ZA,2025-03-09 12:49:12
372,volosovo,59.4333,29.4833,40.6,49,74,6.62,RU,2025-03-09 12:49:13
373,guichon,-32.35,-57.2,68.27,53,0,13.8,UY,2025-03-09 12:49:14
374,albert lea,43.648,-93.3683,32.85,93,0,6.91,US,2025-03-09 12:49:15
375,tanumah,27.1,44.1333,71.53,29,0,2.57,SA,2025-03-09 12:49:16
376,la'ie,21.6477,-157.9253,72.79,77,100,11.01,US,2025-03-09 12:49:17
377,sisimiut,66.9395,-53.6735,34.39,98,100,3.85,GL,2025-03-09 12:49:18
378,saint joseph,39.7686,-94.8466,30.22,93,0,0.0,US,2025-03-09 12:49:20
379,lae,-6.7221,146.9847,75.04,88,100,1.07,PG,2025-03-09 12:49:21
380,maryland heights,38.7131,-90.4298,35.31,68,20,0.0,US,2025-03-09 12:49:22
381,lalsot,26.5667,76.3333,76.53,18,6,1.28,IN,2025-03-09 12:49:23
382,huanren,41.2647,125.3667,36.93,73,0,5.12,CN,2025-03-09 12:49:25
383,kayangel,8.0823,134.7173,83.05,79,72,18.23,PW,2025-03-09 12:49:27
384,port lincoln,-34.7333,135.8667,74.77,66,5,8.32,AU,2025-03-09 12:49:29
385,arraial do cabo,-22.9661,-42.0278,85.96,65,0,14.97,BR,2025-03-09 12:49:31
386,paita,-5.0892,-81.1144,78.46,70,96,6.73,PE,2025-03-09 12:49:33
387,kurchatov,51.6601,35.6521,55.47,48,10,7.07,RU,2025-03-09 12:49:35
388,bridgewater,44.3835,-64.5155,25.68,62,95,17.27,CA,2025-03-09 12:47:01
389,santa terezinha,-29.9002,-50.0904,74.39,91,100,16.87,BR,2025-03-09 12:49:37
390,mountain home,43.133,-115.6912,33.28,82,0,12.66,US,2025-03-09 12:47:36
391,balsas,-7.5325,-46.0356,82.54,69,100,5.73,BR,2025-03-09 12:49:40
392,lichinga,-13.3128,35.2406,77.09,65,40,17.27,MZ,2025-03-09 12:49:41
393,ebon,4.582,168.6964,81.16,79,22,20.2,MH,2025-03-09 12:49:42
394,jabat,7.75,168.9751,81.12,78,16,25.3,MH,2025-03-09 12:49:43
395,naze,28.3667,129.4833,61.72,73,100,13.91,JP,2025-03-09 12:49:44
396,banda aceh,5.5577,95.3222,81.57,80,100,1.83,ID,2025-03-09 12:48:02
397,acarau,-2.8856,-40.12,75.54,91,100,7.99,BR,2025-03-09 12:45:16
398,robertsport,6.7533,-11.3686,80.47,73,90,9.82,LR,2025-03-09 12:49:48
399,kirensk,57.7853,108.1119,6.98,98,74,5.21,RU,2025-03-09 12:49:49
400,igarka,67.4667,86.5833,-17.07,88,3,6.46,RU,2025-03-09 12:49:50
401,ubari,26.5921,12.7805,86.5,20,0,9.19,LY,2025-03-09 12:49:51
402,san juan de miraflores,-12.1629,-76.9635,74.17,86,100,6.17,PE,2025-03-09 12:49:52
403,lesosibirsk,58.2358,92.4828,12.15,97,100,1.52,RU,2025-03-09 12:49:53
404,miandrivazo,-19.5167,45.4667,83.34,70,100,5.91,MG,2025-03-09 12:49:54
405,snyder,32.7179,-100.9176,39.54,93,100,11.5,US,2025-03-09 12:49:55
406,prado,-17.3411,-39.2208,83.05,63,0,2.59,BR,2025-03-09 12:45:15
407,lospalos,-8.5186,127.0025,74.12,90,100,0.92,TL,2025-03-09 12:49:58
408,pisco,-13.7,-76.2167,71.65,73,0,4.61,PE,2025-03-09 12:49:07
409,dalbandin,28.8947,64.4101,80.42,19,100,3.13,PK,2025-03-09 12:50:00
410,porbandar,21.6422,69.6093,82.99,51,0,14.85,IN,2025-03-09 12:50:01
411,chipinge,-20.1883,32.6236,79.5,54,33,5.82,ZW,2025-03-09 12:50:02
412,lodeynoye pole,60.726,33.5531,33.8,82,88,10.51,RU,2025-03-09 12:50:03
413,morehead city,34.7229,-76.726,48.2,69,0,6.91,US,2025-03-09 12:47:37
414,labrador city,52.9463,-66.9114,1.31,71,75,10.36,CA,2025-03-09 12:44:12
415,tobelo,1.7284,128.0095,80.89,83,46,7.99,ID,2025-03-09 12:50:06
416,kumagunnam,13.1551,10.6342,102.96,9,52,15.3,NG,2025-03-09 12:50:07
417,hashtrud,37.4779,47.0508,38.57,89,100,3.15,IR,2025-03-09 12:50:09
418,elliot lake,46.3834,-82.6331,20.23,82,0,6.04,CA,2025-03-09 12:50:10
419,conde,-7.2597,-34.9075,83.66,84,40,11.5,BR,2025-03-09 12:47:16
420,bucerias,20.75,-105.3333,63.99,94,0,3.44,MX,2025-03-09 12:50:12
421,bethlehem,-1.4558,-48.5044,80.64,83,75,2.3,BR,2025-03-09 12:48:13
422,wilmington island,32.0036,-80.9737,55.49,69,100,10.36,US,2025-03-09 12:50:14
423,baume-les-dames,47.353,6.3612,62.29,42,98,7.38,FR,2025-03-09 12:50:15
424,stanthorpe,-28.6667,151.95,62.42,98,100,15.59,AU,2025-03-09 12:50:16
425,vieux-habitants,16.0589,-61.7659,78.84,67,9,6.2,GP,2025-03-09 12:50:17
426,mangaldai,26.4333,92.0333,77.67,25,2,5.75,IN,2025-03-09 12:50:19
427,puerto baquerizo moreno,-0.9,-89.6,79.45,76,72,2.17,EC,2025-03-09 12:50:20
428,lethem,3.3803,-59.7968,78.85,83,75,9.22,GY,2025-03-09 12:50:21
429,tamandare,-8.7597,-35.1047,81.9,73,51,7.45,BR,2025-03-09 12:50:22
430,mata-utu,-13.2816,-176.1745,79.99,82,100,17.85,WF,2025-03-09 12:50:23
431,labuan,5.2767,115.2417,82.76,83,20,7.0,MY,2025-03-09 12:50:24
432,ponta delgada,37.7333,-25.6667,57.92,82,75,16.11,PT,2025-03-09 12:47:32
433,malindi,-3.2175,40.1191,89.76,58,40,11.5,KE,2025-03-09 12:50:26
434,serhiyivka,46.0272,30.3768,48.83,69,78,9.28,UA,2025-03-09 12:50:28
435,reyes,-14.3167,-67.3833,73.56,100,100,0.0,BO,2025-03-09 12:50:29
436,vrangel',42.7297,133.0839,34.16,74,0,3.42,RU,2025-03-09 12:50:30
437,kargasok,59.0556,80.8572,15.69,97,98,4.54,RU,2025-03-09 12:50:31
438,zaysan,47.4667,84.8667,36.05,83,100,17.96,KZ,2025-03-09 12:50:32
439,hovd,48.0056,91.6419,20.5,71,100,5.32,MN,2025-03-09 12:50:33
440,nadi,-17.8,177.4167,77.0,78,40,6.91,FJ,2025-03-09 12:50:34
441,leava,-14.3,-178.1667,80.26,82,86,19.26,WF,2025-03-09 12:50:35
442,ugbokpo,7.6565,7.8664,103.69,21,85,5.08,NG,2025-03-09 12:50:36
443,tinghir,31.5157,-5.5343,58.21,27,0,3.85,MA,2025-03-09 12:50:37
444,san martin de los andes,-40.1604,-71.3486,53.56,31,93,1.32,AR,2025-03-09 12:46:08
445,bodo,67.28,14.405,34.45,86,40,14.97,NO,2025-03-09 12:50:40
446,lata,40.1629,-8.3327,56.48,65,88,10.65,PT,2025-03-09 12:50:41
447,krasnovishersk,60.4078,57.082,21.27,93,100,10.71,RU,2025-03-09 12:46:59
448,saint john,45.2727,-66.0677,20.43,58,20,14.97,CA,2025-03-09 12:46:45
449,arkhangel'sk,64.5401,40.5433,28.51,93,100,8.95,RU,2025-03-09 12:50:44
450,damavand,35.7178,52.065,41.7,86,100,3.49,IR,2025-03-09 12:50:45
451,baotou,40.6522,109.8222,44.24,32,5,3.53,CN,2025-03-09 12:50:46
452,arawa,-6.2132,155.5367,77.61,91,93,0.2,PG,2025-03-09 12:50:47
453,ulsteinvik,62.3432,5.8487,40.1,94,100,1.01,NO,2025-03-09 12:50:48
454,jabal os saraj,35.1183,69.2378,52.99,35,100,1.92,AF,2025-03-09 12:50:50
455,dipayal,29.2608,80.94,63.18,43,29,3.87,NP,2025-03-09 12:50:51
456,mahanoro,-19.9,48.8,80.64,83,100,4.27,MG,2025-03-09 12:50:52
457,el triunfo,-1.9333,-79.9667,78.84,93,100,2.24,EC,2025-03-09 12:50:53
458,magadan,59.5667,150.8,-18.27,85,31,5.75,RU,2025-03-09 12:50:54
459,sanctuary point,-35.1114,150.629,66.45,88,0,6.69,AU,2025-03-09 12:50:55
460,camana,-16.6228,-72.7111,73.0,77,53,7.47,PE,2025-03-09 12:46:17
461,gornozavodsk,58.3758,58.3211,23.0,95,100,10.74,RU,2025-03-09 12:50:57
462,westport,41.1415,-73.3579,33.75,58,0,8.05,US,2025-03-09 12:46:50
463,sabang,5.8933,95.3214,84.13,78,100,16.6,ID,2025-03-09 12:51:00
464,cabo san lucas,22.8909,-109.9124,59.76,75,0,3.78,MX,2025-03-09 12:47:22
465,yunyang,33.4474,112.7142,48.61,82,87,8.01,CN,2025-03-09 12:51:02
466,kone,-21.0595,164.8658,73.78,84,54,4.85,NC,2025-03-09 12:51:03
467,korla,41.7597,86.1469,50.79,24,4,4.68,CN,2025-03-09 12:51:04
468,moose jaw,50.4001,-105.5344,34.05,80,97,9.22,CA,2025-03-09 12:51:05
469,iwanai,42.9744,140.5089,30.24,76,41,5.84,JP,2025-03-09 12:51:06
470,majalgaon,19.15,76.2333,91.4,14,0,3.69,IN,2025-03-09 12:51:07
471,hopelchen,19.7667,-89.85,75.09,83,71,5.93,MX,2025-03-09 12:51:08
472,blankenberge,51.3131,3.1323,64.99,35,100,1.99,BE,2025-03-09 12:51:10
473,jayapura,-2.5333,140.7,79.99,85,100,6.82,ID,2025-03-09 12:51:11
474,serdar,38.9764,56.2757,60.66,38,100,4.94,TM,2025-03-09 12:51:12
475,makubetsu,45.3714,141.8211,25.07,63,75,7.65,JP,2025-03-09 12:51:13
476,hammerfest,70.6634,23.6821,32.45,86,75,11.5,NO,2025-03-09 12:51:14
477,mont-laurier,46.5501,-75.4993,17.65,95,100,6.35,CA,2025-03-09 12:50:07
478,kyosai,34.8503,128.5886,46.33,61,100,9.35,KR,2025-03-09 12:51:16
479,kisangani,0.5167,25.2,86.36,66,75,6.91,CD,2025-03-09 12:51:17
480,ta`u,-14.2336,-169.5144,81.27,74,100,18.32,AS,2025-03-09 12:51:19
481,vorkuta,67.5,64.0,-7.91,94,14,3.89,RU,2025-03-09 12:51:20
482,wellington,-41.2866,174.7756,58.66,88,75,5.75,NZ,2025-03-09 12:50:31
483,whangarei,-35.7317,174.3239,58.84,77,30,4.38,NZ,2025-03-09 12:47:31
484,concordia,-31.393,-58.0209,71.78,65,0,15.99,AR,2025-03-09 12:51:23
485,colonia,50.9333,6.95,66.9,32,0,4.61,DE,2025-03-09 12:51:25
486,yucca valley,34.1142,-116.4322,43.25,39,0,5.01,US,2025-03-09 12:51:18
487,brookings,44.3114,-96.7984,35.06,80,0,4.61,US,2025-03-09 12:51:27
488,poltavka,54.3663,71.7632,11.48,94,100,8.79,RU,2025-03-09 12:51:28
489,huarmey,-10.0681,-78.1522,74.37,78,100,6.31,PE,2025-03-09 12:51:29
490,kamyshlov,56.8428,62.7111,18.37,90,100,8.39,RU,2025-03-09 12:51:30
491,sudak,44.85,34.9667,48.54,65,100,8.48,UA,2025-03-09 12:51:31
492,greymouth,-42.4667,171.2,54.03,94,31,5.5,NZ,2025-03-09 12:49:03
493,sesheke,-17.4759,24.2968,81.01,62,100,3.96,ZM,2025-03-09 12:51:33
494,eket,4.6412,7.9209,91.6,57,10,12.68,NG,2025-03-09 12:51:34
495,eydhafushi,5.1033,73.0708,83.73,75,31,11.27,MV,2025-03-09 12:51:37
496,illizi,26.4833,8.4667,86.86,10,2,15.73,DZ,2025-03-09 12:51:38
497,padangsidempuan,1.3667,99.2667,73.98,99,100,2.93,ID,2025-03-09 12:48:55
498,s'arenal,39.5,2.75,58.33,89,75,3.44,ES,2025-03-09 12:51:40
499,cockburn town,21.4612,-71.1419,74.48,66,0,8.34,TC,2025-03-09 12:51:41
500,benghazi,32.1167,20.0667,65.44,67,0,9.55,LY,2025-03-09 12:51:42
501,pacific grove,36.6177,-121.9166,44.38,83,0,3.44,US,2025-03-09 12:51:43
502,nago,26.5881,127.9761,65.17,81,68,13.4,JP,2025-03-09 12:51:44
503,dehdasht,30.7949,50.5646,65.98,52,81,7.34,IR,2025-03-09 12:51:46
504,rawson,-43.3002,-65.1023,57.49,62,0,16.11,AR,2025-03-09 12:51:47
505,yaren,-0.5472,166.916,80.19,78,15,14.56,NR,2025-03-09 12:51:48
506,rio grande,-32.035,-52.0986,70.99,72,100,20.36,BR,2025-03-09 12:51:49
507,weilmunster,50.4333,8.3667,63.16,46,100,3.49,DE,2025-03-09 12:51:50
508,san benito abad,8.929,-75.0271,81.7,74,14,5.03,CO,2025-03-09 12:51:51
509,riohacha,11.5444,-72.9072,78.91,73,20,9.22,CO,2025-03-09 12:50:18
510,antsiranana,-12.2787,49.2917,75.96,94,75,0.0,MG,2025-03-09 12:51:53
511,puerto lempira,15.2667,-83.7667,73.54,88,20,0.0,HN,2025-03-09 12:51:55
512,shahrak,34.1074,64.3052,37.81,100,100,4.05,AF,2025-03-09 12:51:56
513,lihue,21.9789,-159.3672,71.19,94,75,21.85,US,2025-03-09 12:45:55
514,la romana,18.4273,-68.9728,68.36,94,20,0.0,DO,2025-03-09 12:51:58
515,chepo,9.1667,-79.1,79.09,82,81,5.06,PA,2025-03-09 12:51:59
516,ayvacik,39.6011,26.4047,58.71,50,0,5.99,TR,2025-03-09 12:52:00
517,kasama,-10.2129,31.1808,71.89,83,100,4.5,ZM,2025-03-09 12:52:01
518,linxia chengguanzhen,35.6003,103.2064,40.46,64,0,4.5,CN,2025-03-09 12:52:02
519,beyneu,45.3167,55.2,40.69,58,6,5.28,KZ,2025-03-09 12:52:03
520,trelleborg,55.3751,13.1569,56.14,67,52,15.68,SE,2025-03-09 12:52:04
521,east ballina,-28.8667,153.5833,75.38,81,100,18.97,AU,2025-03-09 12:52:06
522,ibotirama,-12.1853,-43.2206,91.38,33,77,3.98,BR,2025-03-09 12:52:03
523,bumba,2.1833,22.4667,94.33,35,54,3.31,CD,2025-03-09 12:52:09
524,mount pearl,47.5166,-52.7813,33.46,91,75,3.44,CA,2025-03-09 12:52:10
525,alesund,62.4723,6.1549,37.33,93,75,10.36,NO,2025-03-09 12:52:11
526,yeed,4.55,43.0333,99.66,23,100,13.24,SO,2025-03-09 12:52:12
527,ciudad lazaro cardenas,17.9583,-102.2,70.95,91,22,6.13,MX,2025-03-09 12:52:13
528,fujin,47.26,132.0322,16.93,88,61,8.05,CN,2025-03-09 12:52:15
529,gabes,33.8815,10.0982,82.36,24,20,20.71,TN,2025-03-09 12:52:20
530,mejit,10.2753,170.8646,79.84,77,6,26.35,MH,2025-03-09 12:52:21
531,namibe,-15.1961,12.1522,83.57,67,52,11.97,AO,2025-03-09 12:52:22
532,bandarbeyla,9.4942,50.8122,81.48,71,65,11.7,SO,2025-03-09 12:52:23
533,tonk,26.1667,75.7833,81.5,18,63,2.55,IN,2025-03-09 12:52:24
534,kupang,-10.1667,123.5833,77.58,94,40,2.3,ID,2025-03-09 12:52:25
535,santa maria del oro,25.9333,-105.3667,34.5,29,0,4.61,MX,2025-03-09 12:52:26
536,coquimbo,-29.9533,-71.3436,60.53,88,0,3.44,CL,2025-03-09 12:52:15
537,lorengau,-2.0226,147.2712,82.69,77,100,8.55,PG,2025-03-09 12:52:29
538,sadjoavato,-12.6334,49.349,80.58,80,98,6.33,MG,2025-03-09 12:52:30
539,salalah,17.0151,54.0924,82.49,69,0,11.5,OM,2025-03-09 12:52:31
540,bamboo flat,11.7,92.7167,84.29,79,75,4.61,IN,2025-03-09 12:52:32
541,dhidhdhoo,6.8833,73.1,82.8,73,0,9.1,MV,2025-03-09 12:52:33
542,el abiodh sidi cheikh,32.893,0.5484,61.79,35,9,8.95,DZ,2025-03-09 12:52:34
543,mil'kovo,55.6078,37.7956,54.63,32,65,9.31,RU,2025-03-09 12:52:36
544,cadale,2.7603,46.3222,83.01,74,100,16.51,SO,2025-03-09 12:52:38
545,saki,8.6667,3.3833,100.53,24,100,3.44,NG,2025-03-09 12:52:39
546,mumbwa,-14.9783,27.0619,76.17,74,91,3.09,ZM,2025-03-09 12:52:40
547,china,25.7,-99.2333,56.39,47,0,19.91,MX,2025-03-09 12:52:41
548,lecheng,25.1238,113.3254,61.34,90,100,1.9,CN,2025-03-09 12:52:42
549,nuevo casas grandes,30.4167,-107.9167,34.86,64,0,1.66,MX,2025-03-09 12:52:43
550,banjar,-8.19,114.9675,78.3,90,100,5.06,ID,2025-03-09 12:52:44
551,puerto deseado,-47.7503,-65.8938,58.24,44,99,22.59,AR,2025-03-09 12:50:18
552,alotau,-10.3069,150.4462,78.78,91,52,4.14,PG,2025-03-09 12:52:47
553,devonport,-41.1667,146.35,64.53,93,100,5.21,AU,2025-03-09 12:52:48
554,semenov,56.7875,44.493,38.71,65,6,12.71,RU,2025-03-09 12:52:49
555,vila velha,-20.3297,-40.2925,84.15,61,40,6.91,BR,2025-03-09 12:52:49
556,kapit,2.0167,112.9333,74.23,99,100,6.33,MY,2025-03-09 12:52:52
557,chubbuck,42.9208,-112.4661,30.87,76,0,11.99,US,2025-03-09 12:52:54
558,xianyang,34.3378,108.7026,54.64,58,0,6.71,CN,2025-03-09 12:52:55
559,al qusayr,34.5091,36.5798,64.94,48,31,13.29,SY,2025-03-09 12:52:57
560,nishinoomote,30.7333,131.0,56.79,54,0,15.68,JP,2025-03-09 12:52:58
561,avra valley,32.4379,-111.3154,47.08,59,0,2.8,US,2025-03-09 12:52:59
562,nogliki,51.8333,143.1667,9.39,83,7,10.85,RU,2025-03-09 12:53:00
563,shindand,33.3029,62.1474,64.11,51,85,9.24,AF,2025-03-09 12:53:01
564,ormara,25.2088,64.6357,77.68,66,100,11.83,PK,2025-03-09 12:53:02
565,keflavik,64.0049,-22.5624,41.43,65,0,9.22,IS,2025-03-09 12:53:03
566,kailua-kona,19.6406,-155.9956,71.56,75,0,1.01,US,2025-03-09 12:53:04
567,malango,-2.9627,119.9001,67.21,98,100,1.63,ID,2025-03-09 12:53:05
568,plettenberg bay,-34.0527,23.3716,69.24,87,100,4.23,ZA,2025-03-09 12:53:06
569,verkhnevilyuysk,63.4453,120.3167,-30.21,100,92,3.22,RU,2025-03-09 12:53:08
570,borovskoy,53.8,64.15,11.48,95,98,7.36,KZ,2025-03-09 12:53:09
571,nouadhibou,20.931,-17.0347,64.33,86,0,14.36,MR,2025-03-09 12:50:34
572,nefta,33.8731,7.8777,82.65,17,0,18.34,TN,2025-03-09 12:53:12
573,aykhal,66.0,111.5,-24.34,100,54,2.62,RU,2025-03-09 12:53:13
574,mirny,62.5353,113.9611,-30.14,100,76,2.08,RU,2025-03-09 12:53:14
575,noumea,-22.2763,166.4572,73.24,72,19,10.02,NC,2025-03-09 12:53:15
576,huanggang,23.677,116.9996,59.85,76,24,7.27,CN,2025-03-09 12:53:16
577,fort bragg,35.139,-79.006,46.9,57,100,3.44,US,2025-03-09 12:53:18
578,yarmouth,41.7057,-70.2286,34.02,59,0,18.01,US,2025-03-09 12:53:19
579,barra da estiva,-13.6261,-41.3269,76.39,48,4,8.25,BR,2025-03-09 12:53:20
580,el charco,2.4769,-78.1105,75.22,93,100,4.09,CO,2025-03-09 12:53:21
581,long beach,33.767,-118.1892,51.44,77,0,4.61,US,2025-03-09 12:53:22
582,ulanhot,46.0833,122.0833,47.3,35,52,21.79,CN,2025-03-09 12:53:23
583,kenai,60.5544,-151.2583,30.29,92,100,0.0,US,2025-03-09 12:53:24
584,quatre cocos,-20.2078,57.7625,85.08,73,13,12.39,MU,2025-03-09 12:53:25
585,gamba,-2.65,10.0,82.78,78,100,7.29,GA,2025-03-09 12:53:26
586,ewo,-0.8725,14.8206,94.48,40,97,2.53,CG,2025-03-09 12:53:27
587,sault ste. marie,46.5168,-84.3333,25.09,80,75,5.75,CA,2025-03-09 12:52:13
588,newman,37.3138,-121.0208,40.05,89,2,1.45,US,2025-03-09 12:53:30
589,vodnyy,63.5046,53.4095,20.26,92,100,10.09,RU,2025-03-09 12:53:31
590,kijang,35.2442,129.2139,46.13,51,49,5.26,KR,2025-03-09 12:53:32
591,dauphin,51.1494,-100.0502,33.94,80,100,11.5,CA,2025-03-09 12:53:34
592,kiunga,-6.1219,141.2906,74.7,99,100,2.68,PG,2025-03-09 12:53:35
593,port blair,11.6667,92.75,84.24,79,75,4.61,IN,2025-03-09 12:53:36
594,taro,-8.3862,115.28,68.29,99,100,2.51,ID,2025-03-09 12:53:38
595,alvarado,18.7667,-95.7667,74.91,83,7,4.14,MX,2025-03-09 12:53:39
596,lambarene,-0.7001,10.2406,91.67,55,100,5.17,GA,2025-03-09 12:53:40
